WID,ISLAND,YR_DRILLED,INIT_HEAD,INIT_HEAD2,INIT_HEAD3,Temp_F,Temp_C,GROUND_EL,WELL_DEPTH
8-5946-001,Hawaii,1977,8.2,,,79.7,26.5,1172,1277
6-3926-002,Maui,1977,1.75,,,,,189.58,211
8-3188-001,Hawaii,1977,15.11,,,68,20,603,650
3-2459-023,Oahu,1977,14.56,,,71.06,21.7,200,325
3-2459-024,Oahu,1977,15.57,,,,,200,315
3-2712-030,Oahu,1976,11.95,,,,,34,164
3-1953-002,Oahu,1976,0,,,,,8,120
3-2712-031,Oahu,1976,9.53,,,,,51,182
3-2911-003,Oahu,1976,83.5,,,76.64,24.8,491,640
6-5431-003,Maui,1976,,,,71.6,22,,650
6-3926-003,Maui,1976,1.57,,,,,179,208
3-4258-005,Oahu,1976,0.5,,,,,5,60
3-4258-006,Oahu,1976,0.5,,,,,5,80
3-2358-049,Oahu,1976,14.3,,,,,21,125
6-5638-003,Maui,1976,17.93,,5.43,,,852,895
6-5431-002,Maui,1976,13.6,,,72.5,22.5,498,680
8-5006-001,Hawaii,1976,12.29,,,71.06,21.7,378,492
6-4600-003,Maui,1976,2,,,65.3,18.5,306,323
8-5307-001,Hawaii,1976,11.9,,,69.08,20.6,235,317
3-2357-023,Oahu,1975,17.3,,,71.06,21.7,49,230
3-3353-002,Oahu,1975,24.6,,,,,94,521
3-2356-060,Oahu,1975,18.42,,,69.44,20.8,23,240
3-3353-003,Oahu,1975,123.63,,,,,174,600
3-2356-061,Oahu,1975,18,,,68,20,112,330
2-1125-002,Kauai,1975,16.47,,,73.22,22.9,389,830
6-5430-001,Maui,1975,18,,,,,337,675
3-3353-004,Oahu,1975,87.5,,,,,102,600
6-5430-002,Maui,1975,18,,,,,337,543
3-3203-002,Oahu,1975,165.5,,,,,927,1123
2-0518-004,Kauai,1975,4.28,,,,,31,265
2-0518-003,Kauai,1975,1.9,,,,,30,105
2-5824-001,Kauai,1975,68.9,,,79.7,26.5,361,933
3-2356-063,Oahu,1975,15.18,,,68.72,20.4,26,240
2-0518-005,Kauai,1975,2,,,,,28,105
3-2800-004,Oahu,1975,20.6,,,68.18,20.1,757,1008
6-4026-005,Maui,1975,2,,,,,158,189
6-4026-006,Maui,1975,2,,,,,184,204
3-2356-064,Oahu,1975,14.5,,,69.26,20.7,20,240
3-2356-062,Oahu,1975,15.34,,,67.82,19.9,117,340
3-2356-065,Oahu,1975,15.95,,,,,112,335
3-2153-012,Oahu,1974,18.4,,,,,35,335
2-5923-001,Kauai,1974,46.8,,,79.7,26.5,371,920
6-5332-005,Maui,1974,676.5,,,69.8,21,714,300
3-3453-006,Oahu,1974,18.11,,,,,66,560
2-0045-004,Kauai,1974,0.5,,,,,12,60
2-5821-001,Kauai,1974,11.2,,,,,121,440
3-2902-001,Oahu,1974,275.86,,,72.32,22.4,866,986
6-5130-002,Maui,1974,10.3,,,69.8,21,518,1020
3-1847-001,Oahu,1974,21.9,,,,,387,570
8-1229-001,Hawaii,1974,383.6,,,62.96,17.2,1112,938
2-5533-001,Kauai,1974,23.54,,,70.7,21.5,98,190
3-3453-007,Oahu,1974,17.7,,,,,62,560
6-4426-002,Maui,1974,4,,,,,109,230
2-1020-004,Kauai,1974,40.9,,,69.26,20.7,306,600
2-5631-001,Kauai,1974,40.4,,,69.8,21,887,1125
8-1129-001,Hawaii,1974,14,,,,,671,820
8-4306-001,Hawaii,1973,42.1,,,64.04,17.8,278,423
3-3013-009,Oahu,1973,2,,,,,186,235
3-3353-001,Oahu,1973,17.3,,,,,35,520
3-1851-071,Oahu,1973,,,,,,7,45
3-1851-072,Oahu,1973,,,,,,7,45
2-0419-003,Kauai,1973,,,,,,80,180
8-4858-003,Hawaii,1973,2.8,,,,,500,534
3-2356-058,Oahu,1973,13.4,,,,,147,340
3-2356-059,Oahu,1973,8.7,,,,,148,340
3-1746-002,Oahu,1973,2,,,,,385,440
3-2153-010,Oahu,1973,,,,,,36,300
2-1019-003,Kauai,1973,,,,,,40,65
8-2881-001,Hawaii,1973,5,,,102.2,39,132,140
3-2153-011,Oahu,1973,18.58,,,,,35,300
3-2456-003,Oahu,1972,16.2,,,,,264,500
3-2456-002,Oahu,1972,0,,,,,264,500
3-2456-001,Oahu,1972,0,,,,,264,500
2-1125-001,Kauai,1972,16.5,,,73.04,22.8,390,790
8-5005-004,Hawaii,1972,6.83,,,68,20,74,375
8-4002-001,Hawaii,1972,9.7,,,,,120,133
3-2751-003,Oahu,1972,191.28,,,,,198,343
2-0421-001,Kauai,1972,29.1,,,75.92,24.4,462,568
8-5005-005,Hawaii,1972,6.8,,,68.36,20.2,76,380
3-2751-002,Oahu,1972,191.28,,,,,192,348
3-4002-008,Oahu,1972,0,,,,,19,130
6-4226-012,Maui,1972,1.04,,,,,179,202
3-2302-004,Oahu,1972,,,,,,201,420
8-4953-001,Hawaii,1972,2.6,,,71.96,22.2,932,971
3-2302-003,Oahu,1972,,,,,,206,427
6-4026-004,Maui,1972,1.04,,,,,179,210
3-1806-007,Oahu,1972,,,,,,9,300
6-3926-001,Maui,1972,,,,,,,32
3-1952-037,Oahu,1972,,,,,,,109
8-4706-001,Hawaii,1972,21,,,,,369,425
3-2800-003,Oahu,1972,21.62,,,,,760,1022
6-5838-002,Maui,1972,6.3,,,68,20,883,915
6-4600-002,Maui,1972,1.5,,,65.84,18.8,266,288
6-4824-001,Maui,1971,4.36,,,73.94,23.3,593,640
2-0321-001,Kauai,1971,17.4,,,75.56,24.2,72,275
3-1852-008,Oahu,1971,0.81,,,,,8,80
6-5838-001,Maui,1971,4.65,,,69.98,21.1,860,893
3-2457-014,Oahu,1971,,,,,,263,503
3-2356-057,Oahu,1971,14.99,,,,,22,250
8-4100-001,Hawaii,1971,6,,,66.2,19,46,54
8-5005-003,Hawaii,1971,8,,,68,20,77,381
8-0831-003,Hawaii,1971,4.87,,,64.04,17.8,128,172
2-1126-001,Kauai,1970,27,,,,,347,763
8-5948-001,Hawaii,1970,2.6,,,77.9,25.5,244,268
2-0320-003,Kauai,1970,21.2,,,73.94,23.3,157,302
2-1126-002,Kauai,1970,31,,,,,332,760
2-5942-001,Kauai,1970,9.4,,,74.48,23.6,191,210
8-3557-004,Hawaii,1970,4,,,69.08,20.6,855,905
3-2355-013,Oahu,1969,20.86,,,,,159,413
3-2355-014,Oahu,1969,21,,,,,160,413
8-3802-003,Hawaii,1969,28,,,65.66,18.7,214,379
2-5635-002,Kauai,1969,17.7,,,71.06,21.7,378,460
8-3802-005,Hawaii,1969,,,,66.92,19.4,214,375
6-4126-002,Maui,1969,2,,,,,181,198
8-3802-004,Hawaii,1969,19.7,,,68,20,214,371
3-4100-003,Oahu,1969,10,,,,,140,307
8-0831-002,Hawaii,1969,5.7,,,65.48,18.6,128,172
6-4126-003,Maui,1969,1,,,,,153,174
8-6148-002,Hawaii,1969,4.4,,,79.52,26.4,583,601
8-3557-003,Hawaii,1969,4.66,,,,,838,868
8-5745-001,Hawaii,1969,16,,,80.06,26.7,1207,1242
2-5435-001,Kauai,1968,,,,71.42,21.9,42,242
3-2457-004,Oahu,1968,20,,,,,155,1458
2-5435-002,Kauai,1968,,,,71.42,21.9,42,240
2-5435-003,Kauai,1968,,,,71.42,21.9,42,238
3-2811-002,Oahu,1968,35,,,,,378,544
8-4360-001,Hawaii,1968,3.2,,,69.44,20.8,680,702
3-1746-001,Oahu,1968,9,,,69.8,21,156,305
3-2042-013,Oahu,1968,,,,74.84,23.8,28,160
8-5814-001,Hawaii,1968,5.93,,,68,20,660,700
2-5537-001,Kauai,1968,,,,,,,149
6-5519-001,Maui,1967,3.44,,,68,20,365,400
2-0545-001,Kauai,1967,6.2,,,75.02,23.9,81,138
2-0021-001,Kauai,1967,15,,,,,166,276
2-5534-003,Kauai,1966,17.11,,,73.04,22.8,78,109
2-5840-001,Kauai,1966,10.8,,,75.56,24.2,167,191
8-3357-001,Hawaii,1966,,,,,,385,430
2-1333-001,Kauai,1965,14.2,,,71.96,22.2,83,159
8-3080-001,Hawaii,1965,3.2,,,77.54,25.3,38,46
2-5427-002,Kauai,1964,45,,,73.4,23,245,503
3-3307-018,Oahu,1964,23.9,,,73.04,22.8,221,423
6-5420-001,Maui,1964,3.37,,,71.96,22.2,349,371
6-5621-001,Maui,1964,4,,,,,18,75
6-5840-001,Maui,1964,2.69,,,69.44,20.8,257,274
6-3925-001,Maui,1964,0.8,,,70.52,21.4,352,382
6-5339-002,Maui,1963,1.8,,3.2,69.08,20.6,441,498
2-1020-003,Kauai,1963,136.6,,,,,358,700
8-6049-001,Hawaii,1963,2,,,77,25,188,218
8-2753-002,Hawaii,1963,2.29,,,66.02,18.9,739,774
3-1646-003,Oahu,1963,,,,73.58,23.1,4,150
8-6147-001,Hawaii,1963,4.6,,,96.08,35.6,982,1046
2-5531-001,Kauai,1963,43.41,,,75.92,24.4,630,952
8-4003-001,Hawaii,1963,13.12,,,68,20,206,306
8-2102-001,Hawaii,1963,3.3,,,78.44,25.8,230,250
3-3314-002,Oahu,1962,4.6,,,75.38,24.1,174,278
3-2300-021,Oahu,1962,19.9,,,70.88,21.6,64,320
3-2300-022,Oahu,1962,19,,,,,64,364
2-5530-003,Kauai,1962,53.27,,,73.58,23.1,594,695
3-2300-023,Oahu,1962,18.8,,,,,64,378
6-5339-001,Maui,1962,2.6,,,69.98,21.1,440,497
2-1020-002,Kauai,1962,130.65,,,69.98,21.1,400,581
3-1849-015,Oahu,1962,0,,,,,47,445
3-1849-016,Oahu,1962,,,,70.34,21.3,56,466
8-3081-001,Hawaii,1961,3.2,,,93.02,33.9,287,337
4-0855-002,Molokai,1961,866.5,,,,,904,300
2-5634-001,Kauai,1961,16.5,,,71.96,22.2,440,508
8-2487-001,Hawaii,1961,2.94,,,75.02,23.9,752,802
8-6048-001,Hawaii,1961,3.3,,,78.98,26.1,392,430
3-2603-001,Oahu,1961,23.63,,,71.6,22,745,991
4-0855-003,Molokai,1961,947,,,,,965,300
8-3500-001,Hawaii,1961,16.18,,,73.04,22.8,311,361
4-0855-001,Molokai,1961,988,,,,,992,400
2-1229-003,Kauai,1961,12.46,,,73.04,22.8,119,466
2-5822-002,Kauai,1961,29.11,,,75.92,24.4,224,745
8-4203-004,Hawaii,1961,7.06,,,68,20,47,201
3-3314-001,Oahu,1961,5.03,,,,,152,232
4-0352-005,Molokai,1961,4.97,,,73.94,23.3,213,240
2-1232-001,Kauai,1961,15.5,,,,,66,188
3-1849-014,Oahu,1961,,,,,,59,460
3-1849-013,Oahu,1961,,,,70.88,21.6,53,475
2-0320-001,Kauai,1960,20,,,78.8,26,155,240
8-2986-002,Hawaii,1960,17.8,,,71.96,22.2,705,754
8-2986-001,Hawaii,1960,17.8,,,,,711,755
3-2053-011,Oahu,1960,,,,69.44,20.8,21,330
8-3389-001,Hawaii,1960,19,,,73.04,22.8,427,475
2-0620-001,Kauai,1960,11.6,,,161.6,72,249,466
3-1806-006,Oahu,1959,1,,,,,7,50
8-3557-001,Hawaii,1959,4.34,,,69.08,20.6,833,878
2-1329-001,Kauai,1959,4.8,,,,,22,229
8-3557-002,Hawaii,1959,3.2,,,,,840,881
8-2753-001,Hawaii,1958,2.75,,,66.92,19.4,744,791
3-2358-040,Oahu,1957,14.34,,,,,18,119
3-2600-002,Oahu,1957,22.93,,,,,297,401
3-2300-019,Oahu,1956,20.74,,,,,22,131
6-4730-002,Maui,1956,1.83,,,,,15,45
8-3457-001,Hawaii,1956,,,,,,175,193
3-2255-035,Oahu,1956,21.1,,,71.6,22,119,196
3-2359-012,Oahu,1954,16,,,,,25,276
3-2359-010,Oahu,1954,14.28,,,,,23,100
2-5921-001,Kauai,1954,15,,,,,302,540
3-1744-003,Oahu,1951,,,,,,,27
3-2557-002,Oahu,1950,21.71,,,,,495,592
3-1840-006,Oahu,1949,0.6,,,,,78,101
8-5005-002,Hawaii,1947,11.03,,,72.5,22.5,247,309
8-5005-001,Hawaii,1946,11.43,,,70.52,21.4,304,333
3-3803-001,Oahu,1946,10,,,,,42,46
8-3758-001,Hawaii,1944,3.32,,,69.98,21.1,595,615
3-3100-002,Oahu,1942,273,,,70,21.11111111,1145,970
3-3452-001,Oahu,1937,8.6,,,,,6,163
4-0449-001,Molokai,1936,4.1,,,68.9,20.5,40,43
3-3856-005,Oahu,1931,,,,69.26,20.7,36,370
3-3856-006,Oahu,1931,,,,69.26,20.7,35,300
2-0618-005,Kauai,1928,,,,71.9,22.16666667,9,225
2-5426-001,Kauai,1927,118.5,,,,,190,191
2-5426-002,Kauai,1927,119.5,,,,,209,340
3-3506-004,Oahu,1923,10.1,,,71.7,22.05555556,22,119
4-0457-002,Molokai,1921,1.7,,,,,40,41
3-1851-022,Oahu,1901,22.5,,,73.04,22.8,4,1152
3-2255-005,Oahu,1900,10.46,,,,,33,555
3-3506-003,Oahu,1900,10.1,,,70.88,21.6,21.41,102
2-0120-001,Kauai,1899,10,,,78.08,25.6,12,240
3-3412-001,Oahu,1894,8.7,,,,,18,
6-5327-007,Maui,1894,,,,,,20,14
3-3755-003,Oahu,,,,,,,,315
8-0240-001,Hawaii,,239.87,,,65.48,18.6,1690,1690
6-5341-002,Maui,,0.52,,,77,25,13,35
8-4161-009,Hawaii,,1.8,1.8,1.8,0,-17.77777778,66.1,77
6-4727-012,Maui,,0,0,2.6,,,7.48,64
3-4057-018,Oahu,,,,,,,,
2-1019-010,Kauai,2014,30,8,8,,,145,273
5-4454-001,Lanai,2014,2.92,2.92,4.92,,,367.4,511
6-5519-009,Maui,2014,185,3.6,2.6,,,303.89,343
8-3586-053,Hawaii,2014,-3.5,-3.5,-3.5,,,68,81.5
8-3586-054,Hawaii,2014,-0.5,-0.5,0,,,66,76.5
8-3587-032,Hawaii,2014,13,13,13.4,,,117,130
8-3588-013,Hawaii,2014,8.5,7,7,,,186,193.5
8-3588-014,Hawaii,2014,10,10,10.4,,,120,124
8-3687-099,Hawaii,2014,,,,,,70,78.2
8-3688-038,Hawaii,2014,5,5,5,,,104,113.5
8-3688-039,Hawaii,2014,6.7,6.7,7.3,,,104,111
2-1120-058,Kauai,2013,9,7,7,,,10,78
2-1122-007,Kauai,2013,38,127.38,129.62,,,400,200
3-2057-005,Oahu,2013,,,,,,,
3-3013-012,Oahu,2013,4,4,4,,,57,85
3-3306-028,Oahu,2013,14,14,14,,,162,220
6-3803-001,Maui,2013,14,14,14,,,131,180
8-3388-003,Hawaii,2013,5,5,5.6,,,332,338
8-3488-004,Hawaii,2013,10,10,10,,,251,255
8-3585-010,Hawaii,2013,4.5,4.5,4.5,,,60,68
8-3586-045,Hawaii,2013,2,2,2,,,76,84
8-3586-046,Hawaii,2013,12,12,12,,,54,52
8-3586-047,Hawaii,2013,9,9,9,,,50,51
8-3586-048,Hawaii,2013,14,14,14,,,53,50
8-3586-049,Hawaii,2013,7,7,7,,,63,67
8-3587-029,Hawaii,2013,11.4,11.4,12,,,91,89
8-3588-008,Hawaii,2013,138,138,138.5,,,144,149
8-3588-011,Hawaii,2013,20,20,20,,,140,133
8-3589-004,Hawaii,2013,13,13,13,,,224,235
8-3686-036,Hawaii,2013,2,2,2.4,,,49,58
8-3687-093,Hawaii,2013,9,9,9,,,81,86
8-3687-096,Hawaii,2013,4,4,4,,,74,83
8-3687-101,Hawaii,2013,,,,,,79,
8-3688-031,Hawaii,2013,10,10,10,,,118,123
8-3688-033,Hawaii,2013,5,5,5,,,103,112
8-3688-034,Hawaii,2013,7,7,7,,,105,110
8-3688-036,Hawaii,2013,8,8,8.4,,,108,111
8-3688-037,Hawaii,2013,9.6,9.6,10,,,110,110
8-4532-002,Hawaii,2013,5853,4553,4547,,,6353,5786
8-5408-005,Hawaii,2013,107,4.3,5.3,,,272,291
8-5849-005,Hawaii,2013,4.8,4.8,4.8,,,44,45.6
8-6450-009,Hawaii,2013,5.4,5.4,5.4,,,255,265
8-7549-006,Hawaii,2013,20.7,20.7,20.7,,,260,265.9
8-3688-013,Hawaii,2012,7,,,63,17.22222222,110,124
8-3586-042,Hawaii,2012,3,,,67,19.44444444,59,66
8-3489-002,Hawaii,2012,6,,,68,20,236,239
8-3586-041,Hawaii,2012,8.8,,,68,20,67,67
8-3586-043,Hawaii,2012,3,,,68,20,58,64
8-3687-086,Hawaii,2012,4.4,,,68,20,85,94
8-3687-088,Hawaii,2012,4,,,68,20,67,74
8-3787-015,Hawaii,2012,4,,,68,20,46,50
8-3586-040,Hawaii,2012,0,,,69,20.55555556,26,33
8-3486-011,Hawaii,2012,17,,,73.6,23.11111111,100,105
8-3587-023,Hawaii,2012,13.2,,,74.3,23.5,95,99
8-2684-002,Hawaii,2012,11,,,113,45,320,330
2-0520-016,Kauai,2012,180,167,167,0,-17.77777778,200,135
2-1223-005,Kauai,2012,2,4,4,0,-17.77777778,12,120
2-1226-002,Kauai,2012,60,12,12,0,-17.77777778,210,270
3-3306-027,Oahu,2012,-78,18,18,0,-17.77777778,92,200
8-3181-003,Hawaii,2012,17.8,17.8,15.5,0,-17.77777778,,
8-3282-001,Hawaii,2012,5.1,5.1,5,0,-17.77777778,80,81
8-3787-016,Hawaii,2012,5,5,5,0,-17.77777778,38,44.5
2-0419-009,Kauai,2012,1,8.5,8.5,,,14,140
2-1122-006,Kauai,2012,217,268,268,,,389.6,180
3-3406-017,Oahu,2012,3,0,9.67,,,5,60
3-3605-030,Oahu,2012,23,23,23.08,,,83,100
6-5230-004,Maui,2012,8,8,8.5,,,480,582
8-3586-044,Hawaii,2012,2.4,2.4,2.4,,,78,81.6
8-3587-025,Hawaii,2012,18,18,18,,,93,91
8-3587-026,Hawaii,2012,10,10,10,,,105,115
8-3686-034,Hawaii,2012,3,3,3,,,35,40
8-3687-089,Hawaii,2012,4,4,4,,,40,47
8-3687-094,Hawaii,2012,12,12,12,,,98,97
8-5949-003,Hawaii,2012,1.2,0.3,-1.17,,,39,44
8-6434-002,Hawaii,2012,,,,,,2182,255
8-6450-006,Hawaii,2012,5,5,5,,,341,352
8-6450-007,Hawaii,2012,5,5,5,,,304,311
8-6451-005,Hawaii,2012,4,4,4,,,206,216
8-7549-007,Hawaii,2012,5,5,5,,,335,344
8-7550-001,Hawaii,2012,4,4,4,,,94,105
8-3959-001,Hawaii,2011,2.52,,,62.5,16.94444444,542,1773
8-3558-002,Hawaii,2011,-22,,,66,18.88888889,36,66
8-5610-004,Hawaii,2011,23,23,23,66,18.88888889,214,210
8-3588-007,Hawaii,2011,6,,,67,19.44444444,137,152
8-3687-081,Hawaii,2011,5,,,67,19.44444444,74,90
8-3688-029,Hawaii,2011,6.4,6.4,6.4,67,19.44444444,110,124
8-3687-079,Hawaii,2011,1.4,,,68,20,73,96
8-3687-082,Hawaii,2011,3.8,,,68,20,78,90
8-3586-039,Hawaii,2011,12,,,69,20.55555556,80,74
8-5105-001,Hawaii,2011,10,,,69,20.55555556,183,211
8-3703-001,Hawaii,2011,8.9,,,69.5,20.83333333,404,422
2-1222-014,Kauai,2011,290,,,69.7,20.94444444,320,162
2-1120-053,Kauai,2011,20,,,69.9,21.05555556,100,140
2-1130-001,Kauai,2011,4,,4,70,21.11111111,20,170
2-1326-004,Kauai,2011,19,,,70,21.11111111,32,140
8-3687-085,Hawaii,2011,2.48,,,70,21.11111111,73,359
6-5731-009,Maui,2011,,,,71,21.66666667,355,391
8-3281-003,Hawaii,2011,4,,,71,21.66666667,100,118
8-5407-003,Hawaii,2011,-14,,,71,21.66666667,221,245
8-5407-004,Hawaii,2011,-14,-14,-14,71,21.66666667,221,245
8-7247-003,Hawaii,2011,5.04,,,71.4,21.88888889,774,850
8-3588-006,Hawaii,2011,6.4,,,71.8,22.11111111,190,200
8-5914-001,Hawaii,2011,13.2,,,72,22.22222222,401,409
8-3586-038,Hawaii,2011,7.9,,,72.2,22.33333333,34,36.5
2-1120-057,Kauai,2011,117,,,73.9,23.27777778,210,254
3-1900-024,Oahu,2011,1.33,,,74.3,23.5,4,12.5
8-5408-004,Hawaii,2011,10,10,10,75,23.88888889,385,400
3-2000-006,Oahu,2011,1.27,,,76.1,24.5,4,12.5
8-2189-002,Hawaii,2011,3,,,80,26.66666667,75,84
2-1222-013,Kauai,2011,9,9,9,0,-17.77777778,223,245
2-1223-006,Kauai,2011,,,,0,-17.77777778,,116
3-3306-021,Oahu,2011,-78,,,0,-17.77777778,90,215
8-3488-002,Hawaii,2011,9,,,0,-17.77777778,247,254
8-3687-080,Hawaii,2011,,,,0,-17.77777778,70,
8-3687-083,Hawaii,2011,,,,0,-17.77777778,73,119
8-3687-084,Hawaii,2011,,,,0,-17.77777778,70,120
8-4859-011,Hawaii,2011,2,,,0,-17.77777778,26,30
3-3605-031,Oahu,2011,25,25,25.1,,,85,77
8-3686-032,Hawaii,2010,2,,,65,18.33333333,33,43
8-3687-076,Hawaii,2010,3,,,66,18.88888889,53,64
8-3586-022,Hawaii,2010,2,,,67,19.44444444,38,41
8-3586-037,Hawaii,2010,2,,,67,19.44444444,25,32
8-3587-020,Hawaii,2010,4,,,67,19.44444444,108,115
8-3787-012,Hawaii,2010,2,,,67,19.44444444,45,52
8-3787-013,Hawaii,2010,3,,,67,19.44444444,59,67
6-4524-002,Maui,2010,3.66,,,67.4,19.66666667,524,589
8-3588-005,Hawaii,2010,5,,,68,20,146,160
8-3687-075,Hawaii,2010,2,,,68,20,50,48
8-3689-002,Hawaii,2010,5,,,68,20,123,132
8-3786-004,Hawaii,2010,2,,,68,20,34,42
2-1120-055,Kauai,2010,15,,,69,20.55555556,127,157
8-3687-073,Hawaii,2010,2,,,69,20.55555556,52,59
8-3687-078,Hawaii,2010,4,,,69,20.55555556,86,94
8-4959-026,Hawaii,2010,3,,,69,20.55555556,123,132
8-5106-002,Hawaii,2010,325,,,69,20.55555556,390,118
8-5711-004,Hawaii,2010,346,,,69,20.55555556,418,85
2-1120-056,Kauai,2010,45,,,69.7,20.94444444,150,160
3-2144-001,Oahu,2010,128,,,70,21.11111111,218,220
8-3687-074,Hawaii,2010,2,,,70,21.11111111,84,82
8-3687-077,Hawaii,2010,6,,,70,21.11111111,100,107
8-5407-002,Hawaii,2010,24,,,70,21.11111111,204,225
8-3586-036,Hawaii,2010,2,,,,,22,26
3-3605-029,Oahu,2010,40,,,70.8,21.55555556,83,70
3-3306-026,Oahu,2010,14,,,71,21.66666667,184,260
8-3486-009,Hawaii,2010,2.5,,,71.1,21.72222222,174,194
6-4527-019,Maui,2010,1,,,72,22.22222222,8,12
6-4727-011,Maui,2010,2,,,72,22.22222222,11.2,30
8-3686-035,Hawaii,2010,0,,,72.6,22.55555556,30,39
8-2385-003,Hawaii,2010,2.6,,,73,22.77777778,132,135
8-3689-001,Hawaii,2010,6.4,,,73,22.77777778,130,135
8-3787-014,Hawaii,2010,3.7,,,73.4,23,64,67
4-0456-018,Molokai,2010,3.17,,,73.5,23.05555556,225,233
8-4960-005,Hawaii,2010,0,,,74,23.33333333,13,17
8-3686-031,Hawaii,2010,3.4,,,74.2,23.44444444,50,56
2-1226-001,Kauai,2010,13,,,75.1,23.94444444,20,100
8-7449-004,Hawaii,2010,36.3,,,75.1,23.94444444,632,640
8-2485-006,Hawaii,2010,4,,,76,24.44444444,110,116
8-5552-004,Hawaii,2010,2,,,77.8,25.44444444,15,26
8-3180-003,Hawaii,2010,3,,,80,26.66666667,164,180
4-0916-001,Molokai,2010,1.3,,,81.2,27.33333333,50,57
8-6250-006,Hawaii,2010,0.62,,,86.1,30.05555556,130,146
8-2583-001,Hawaii,2010,2,,,100,37.77777778,80,89
8-2684-001,Hawaii,2010,6.4,,,104,40,310,330
8-2583-002,Hawaii,2010,2,,,107.1,41.72222222,194,200
2-5428-003,Kauai,2010,35,,,0,-17.77777778,400,513
3-3001-001,Oahu,2010,,,,,,972,850
4-0449-006,Molokai,2010,5.5,,,,,103,110
4-0915-002,Molokai,2010,1,,,,,10,11
6-4728-006,Maui,2010,,,,,,4.6,87
6-4728-007,Maui,2010,3.5,,,,,5.12,89
8-5610-003,Hawaii,2010,,,,,,,
2-0619-001,Kauai,2009,66,,,69,20.55555556,200,260
8-3488-001,Hawaii,2009,5.4,,,69,20.55555556,170,173
2-1222-009,Kauai,2009,152,,,69.1,20.61111111,200,175
2-1122-003,Kauai,2009,270,260,,,,370,140
8-5610-002,Hawaii,2009,6,,,70,21.11111111,243,270
8-3687-071,Hawaii,2009,2.4,,,,,77,85
8-4859-007,Hawaii,2009,4,,,76,24.44444444,171,174
2-0319-001,Kauai,2009,,,,,,19.8,250
2-0919-012,Kauai,2009,95,,,,,150,100
2-1120-052,Kauai,2009,7,,,,,38,80
2-1122-002,Kauai,2009,240,,,,,300,170
2-1122-005,Kauai,2009,385,483,483,,,570,200
2-1222-008,Kauai,2009,175,175,175,,,240,170
2-1223-004,Kauai,2009,225,,,,,282,266
2-1324-009,Kauai,2009,227.04,,,,,306,300
2-5427-004,Kauai,2009,189.38,191.68,188.43,,,209.09,266
3-3306-025,Oahu,2009,,,,,,140,190
6-0136-001,Maui,2009,7,,,,,15,40
6-4327-008,Maui,2009,0.54,,,,,4.54,16
6-4327-009,Maui,2009,0.58,,,,,4.58,45
6-4327-010,Maui,2009,0.46,,,,,4.46,70
6-4427-006,Maui,2009,1.57,,,,,6.57,16
6-4427-007,Maui,2009,1.5,,,,,6.5,40
6-4427-008,Maui,2009,1.51,,,,,6.51,70
8-2485-005,Hawaii,2009,2,,,,,122,135
8-3388-002,Hawaii,2009,12.6,,,,,397.6,416
8-3586-023,Hawaii,2009,3,,,,,70,73
8-3586-030,Hawaii,2009,2,,,,,24,29
8-3586-031,Hawaii,2009,2,,,,,28.6,33
8-3586-032,Hawaii,2009,2,,,,,28,34
8-3586-033,Hawaii,2009,2,,,,,51.8,62
8-3586-034,Hawaii,2009,2.4,,,,,48,57
8-3586-035,Hawaii,2009,,,,,,37,35
8-3686-027,Hawaii,2009,2,,,,,41,50
8-3686-028,Hawaii,2009,2,,,,,24,30
8-3686-029,Hawaii,2009,2,,,,,28,33
8-3686-030,Hawaii,2009,2,,,,,28,34
8-3687-068,Hawaii,2009,,,,,,37,45
8-3687-069,Hawaii,2009,5,,,,,85,93
8-3687-070,Hawaii,2009,2,,,,,30,35
8-3688-026,Hawaii,2009,,,,,,97,110
8-3688-027,Hawaii,2009,3.4,,,,,110,126
8-3802-009,Hawaii,2009,25.4,,,,,267,258
8-3802-010,Hawaii,2009,21,,,,,272,272
8-4000-001,Hawaii,2009,2,,,,,67,80
8-4859-005,Hawaii,2009,2,,,,,26,30
8-7053-001,Hawaii,2009,1.76,,,,,119,130
8-7154-002,Hawaii,2009,0.8,,,,,20,33
8-7254-001,Hawaii,2009,1.3,,,,,49,57
8-7345-006,Hawaii,2009,5.4,,,,,262,291
8-7446-004,Hawaii,2009,,,,,,,88
8-7446-007,Hawaii,2009,,,,,,,132
8-7447-001,Hawaii,2009,,,,,,,157
3-3307-026,Oahu,2008,11,11,11,0,-17.77777778,301,335
8-3054-001,Hawaii,2008,454.44,,,69.08,20.6,1753,1545
8-0436-003,Hawaii,2008,904,,,63.1,17.27777778,1621,1260
3-3306-024,Oahu,2008,8,9,,68.4,20.22222222,126,185
3-3306-018,Oahu,2008,-20,,,69,20.55555556,80,220
6-4920-001,Maui,2008,5.9,6.3,5.9,69,20.55555556,1744,1800
6-3807-001,Maui,2008,15,,,70,21.11111111,620,646
6-3807-002,Maui,2008,13,,,70,21.11111111,554,603
8-3688-017,Hawaii,2008,,,,70,21.11111111,,108
3-3554-007,Oahu,2008,20.25,,,70.4,21.33333333,66,115
8-3587-014,Hawaii,2008,,,,71,21.66666667,,103
2-1124-002,Kauai,2008,10,,,73,22.77777778,450,670
2-1221-014,Kauai,2008,155,,,74,23.33333333,215,320
