WID,ISLAND,YR_DRILLED,INIT_HEAD,INIT_HEAD2,INIT_HEAD3,Temp_F,Temp_C,GROUND_EL,WELL_DEPTH
3-2448-001,Oahu,1946,248.8,,,69.8,21,252,249
3-1840-003,Oahu,1946,3,,,,,78,99
3-2358-020,Oahu,1946,17.5,,,,,47,71
3-2401-001,Oahu,1946,18,,,,,96,300
3-2447-001,Oahu,1946,,,,,,40,240
3-2609-010,Oahu,1946,3.7,,,,,39,60
3-2609-011,Oahu,1946,4.3,,,,,52,63
3-2609-012,Oahu,1946,2.5,,,,,79,90
3-2609-013,Oahu,1946,2.8,,,,,69,87
3-2703-001,Oahu,1946,24.91,,,,,847,976
3-2710-005,Oahu,1946,,,,,,,
3-2710-006,Oahu,1946,,,,,,,37
3-2711-008,Oahu,1946,,,,,,,32
3-2711-009,Oahu,1946,,,,,,30,44
3-3410-010,Oahu,1946,16.8,,,,,217,300
3-3902-001,Oahu,1946,2.8,,,,,499,554
4-0902-001,Molokai,1946,10.5,,,,,889,967
5-4953-001,Lanai,1946,,,,,,1510,609
6-4226-001,Maui,1946,,,,,,,41
6-4226-002,Maui,1946,,,,,,,45
6-4226-003,Maui,1946,,,,,,,31
6-4226-004,Maui,1946,,,,,,,30
6-4326-002,Maui,1946,,,,,,,23
6-4527-002,Maui,1946,,,,,,,35
6-4627-002,Maui,1946,,,,,,,20
6-4806-047,Maui,1946,1130.7,,,,,1578,1030
6-5330-005,Maui,1946,26,,,,,30,310
6-5427-001,Maui,1946,,,,,,9,225
8-0533-001,Hawaii,1946,,,,,,22,34
3-4101-007,Oahu,1945,17.1,,,68.9,20.5,81,151
1-5212-005,Niihau,1945,,,,,,,8
3-1740-002,Oahu,1945,,,,,,100,120
3-1840-001,Oahu,1945,1.3,,,,,94,116
3-1840-002,Oahu,1945,2.6,,,,,106,116
3-1842-001,Oahu,1945,0.8,,,,,35,200
3-2153-007,Oahu,1945,21.2,,,,,30,302
3-2153-008,Oahu,1945,21.4,,,,,29,306
3-2153-009,Oahu,1945,,,,,,58,115
3-2201-009,Oahu,1945,18.5,,,,,83,107
3-2202-022,Oahu,1945,13.3,,,,,20,122
3-2254-002,Oahu,1945,12.1,,,,,158,164
3-2355-002,Oahu,1945,,,,,,195,200
3-2356-045,Oahu,1945,15.8,,,,,25,177
3-2449-001,Oahu,1945,170,,,,,238,92
3-2548-001,Oahu,1945,124.7,,,,,179,178
3-2548-002,Oahu,1945,,,,,,113,113
3-2609-008,Oahu,1945,4.1,,,,,52,75
3-2609-009,Oahu,1945,3.7,,,,,65,95
3-2610-003,Oahu,1945,3.3,,,,,20,35
3-2610-004,Oahu,1945,,,,,,18,30
3-2650-001,Oahu,1945,69.4,,,,,109,292
3-2701-001,Oahu,1945,,,,,,550,550
3-2709-006,Oahu,1945,13.6,,,,,106,157
3-2709-007,Oahu,1945,3.2,,,,,94,169
3-2709-008,Oahu,1945,6.2,,,,,100,190
3-2709-009,Oahu,1945,2.9,,,,,72,111
3-2709-010,Oahu,1945,3.4,,,,,86,118
3-2709-011,Oahu,1945,3.2,,,,,77,100
3-2709-012,Oahu,1945,7.6,,,,,124,290
3-2710-001,Oahu,1945,2.6,,,,,40,95
3-2759-001,Oahu,1945,480,,,,,530,175
3-2809-005,Oahu,1945,77.6,,,,,303,335
3-2810-001,Oahu,1945,34.2,,,,,293,355
3-2911-002,Oahu,1945,,,,,,564,
3-3351-003,Oahu,1945,2.7,,,,,11,133
3-4158-013,Oahu,1945,9.2,,,,,62,252
4-0601-002,Molokai,1945,2.5,,,,,52,56
4-1011-001,Molokai,1945,5.6,,,,,503,540
5-4853-002,Lanai,1945,818,,,,,1265,1274
6-4326-001,Maui,1945,,,,,,,28
6-4427-002,Maui,1945,,,,,,,30
6-4527-001,Maui,1945,,,,,,,30
6-5330-003,Maui,1945,30.6,,,,,457,477
6-5330-004,Maui,1945,16.4,,,,,180,705
3-2358-019,Oahu,1944,17.2,,,77,25,10,172
3-2354-001,Oahu,1944,,,,71.06,21.7,165,183
8-6321-002,Hawaii,1944,3,,,68,20,273,626
6-4906-006,Maui,1944,666,,,62.42,16.9,1015,755
1-5109-001,Niihau,1944,,,,,,,7
3-2002-010,Oahu,1944,,,,,,40,213
3-2347-001,Oahu,1944,,,,,,260,110
3-2446-002,Oahu,1944,18.5,,,,,29,108
3-2446-003,Oahu,1944,,,,,,47,184
3-2609-007,Oahu,1944,3.3,,,,,36,95
3-2610-002,Oahu,1944,2.4,,,,,10,65
3-2709-005,Oahu,1944,2.9,,,,,49,95
6-4906-005,Maui,1944,648,,,,,785,530
8-4202-001,Hawaii,1944,4,,,,,59,76
8-4202-002,Hawaii,1944,5,,,,,71,55
8-5949-001,Hawaii,1944,,,,,,90,
8-6238-001,Hawaii,1944,,,,,,2855,890
3-2142-003,Oahu,1943,7.3,,,78.8,26,20,41
3-2042-002,Oahu,1943,0.5,,,78.08,25.6,12,58
3-2103-003,Oahu,1943,14.1,,,73.4,23,200,204
6-4906-002,Maui,1943,564.3,,,64.94,18.3,762,548
6-4906-003,Maui,1943,665.9,,,60.98,16.1,796,596
3-1740-001,Oahu,1943,,,,,,,125
3-2042-001,Oahu,1943,9.5,,,,,20,100
3-2042-003,Oahu,1943,1,,,,,15,88
3-2142-001,Oahu,1943,4.3,,,,,15,68
3-2142-002,Oahu,1943,11.2,,,,,20,75
3-2242-001,Oahu,1943,1,,,,,10,90
3-2243-001,Oahu,1943,,,,,,,75
3-2254-001,Oahu,1943,23.8,,,,,200,210
3-2256-013,Oahu,1943,22.6,,,,,16,275
3-2359-003,Oahu,1943,21.1,,,,,97,177
3-2609-004,Oahu,1943,3.7,,,,,48,115
3-2609-005,Oahu,1943,,,,,,42,68
3-2609-006,Oahu,1943,3.1,,,,,42,85
3-2709-004,Oahu,1943,3.5,,,,,53,100
3-2850-001,Oahu,1943,,,,,,27,40
6-4806-046,Maui,1943,771.1,,,,,849,614
6-4906-004,Maui,1943,,,,,,780,148
8-4304-001,Hawaii,1943,,,,,,12,20
3-2809-002,Oahu,1942,621.7,,,71.96,22.2,681,365
3-4158-012,Oahu,1942,12.2,,,71.6,22,60,250
3-2052-009,Oahu,1942,25,,,,,202,235
3-2103-001,Oahu,1942,16.6,,,,,210,206
3-2103-002,Oahu,1942,16.9,,,,,140,137
3-2809-003,Oahu,1942,547.6,,,,,664,400
3-2809-004,Oahu,1942,557,,,,,664,258
6-4905-001,Maui,1942,365.5,,,,,465,738
6-4906-001,Maui,1942,,,,,,449,587
6-4928-001,Maui,1942,3.6,,,,,70,70
6-4928-002,Maui,1942,3.7,,,,,50,53
6-5332-003,Maui,1942,,,,,,700,
6-5333-001,Maui,1942,1425,,,,,1425,
6-5333-002,Maui,1942,,,,,,1475,
6-5530-001,Maui,1942,300,,,,,300,
8-3859-001,Hawaii,1942,,,,,,43,
3-2809-001,Oahu,1941,218.1,,,70.7,21.5,353,400
3-1900-005,Oahu,1941,,,,,,,28
3-1900-006,Oahu,1941,,,,,,,30
3-1900-007,Oahu,1941,,,,,,,31
3-1900-008,Oahu,1941,,,,,,,28
3-1900-009,Oahu,1941,,,,,,,31
3-1900-010,Oahu,1941,,,,,,,32
3-1900-011,Oahu,1941,,,,,,,50
3-1959-004,Oahu,1941,,,,,,,60
3-2002-009,Oahu,1941,3,,,,,48,105
3-2004-003,Oahu,1941,16.7,,,,,175,190
3-2045-005,Oahu,1941,620,,,,,620,
3-2059-007,Oahu,1941,3,,,,,15,29
3-2059-008,Oahu,1941,5,,,,,15,25
3-2059-009,Oahu,1941,2,,,,,15,30
3-2059-010,Oahu,1941,,,,,,,60
3-2059-011,Oahu,1941,,,,,,,60
3-2155-004,Oahu,1941,23.2,,,,,91,288
3-2156-004,Oahu,1941,1,,,,,8,186
3-2253-001,Oahu,1941,21.4,,,,,256,275
3-2356-043,Oahu,1941,22.3,,,,,81,100
3-2356-044,Oahu,1941,21.4,,,,,81,100
3-2557-001,Oahu,1941,21.07,,,,,495,512
3-2709-003,Oahu,1941,4,,,,,62,150
3-2901-008,Oahu,1941,275.4,,,,,870,880
3-2904-001,Oahu,1941,,,,,,950,170
3-3059-002,Oahu,1941,304,,,,,986,765
3-3100-001,Oahu,1941,,,,,,1145,548
3-4002-003,Oahu,1941,2.3,,,,,21,100
3-4003-001,Oahu,1941,2.6,,,,,46,64
3-4101-006,Oahu,1941,19.4,,,,,86,105
8-6743-001,Hawaii,1941,1900,,,,,1900,
8-8540-001,Hawaii,1941,,,,,,51,64
3-4057-013,Oahu,1940,,,,69.98,21.1,12,270
3-4057-014,Oahu,1940,12.7,,,69.98,21.1,12,275
2-1229-001,Kauai,1940,10,,,,,5,175
2-1229-002,Kauai,1940,6,,,,,7,170
3-1851-049,Oahu,1940,,,,,,,60
3-1851-050,Oahu,1940,,,,,,,25
3-1959-003,Oahu,1940,,,,,,,25
3-2059-003,Oahu,1940,2,,,,,15,25
3-2059-004,Oahu,1940,8,,,,,15,25
3-2059-005,Oahu,1940,3,,,,,15,28
3-2059-006,Oahu,1940,3,,,,,15,25
3-2245-001,Oahu,1940,,,,,,108,135
3-2245-002,Oahu,1940,,,,,,107,200
3-2258-010,Oahu,1940,17.4,,,,,3,181
3-2258-011,Oahu,1940,17.2,,,,,12,167
3-2307-001,Oahu,1940,2.7,,,,,479,489
3-2357-014,Oahu,1940,13.9,,,,,6,95
3-2357-015,Oahu,1940,,,,,,6,50
3-2357-016,Oahu,1940,15.6,,,,,25,198
3-2357-017,Oahu,1940,17.1,,,,,23,115
3-2357-018,Oahu,1940,16.8,,,,,25,103
3-2407-001,Oahu,1940,,,,,,625,203
3-2407-002,Oahu,1940,,,,,,625,178
3-2450-001,Oahu,1940,550,,,,,550,1300
3-2458-001,Oahu,1940,18.9,,,,,111,151
3-2709-002,Oahu,1940,4,,,,,55,75
3-2911-001,Oahu,1940,,,,,,796,160
3-3010-001,Oahu,1940,997,,,,,978,492
3-3010-002,Oahu,1940,992.7,,,,,970,464
3-3010-003,Oahu,1940,986.7,,,,,967,231
3-3010-004,Oahu,1940,972.4,,,,,982,241
3-3010-005,Oahu,1940,,,,,,966,395
3-3011-001,Oahu,1940,,,,,,865,311
3-3059-001,Oahu,1940,,,,,,986,209
3-3251-002,Oahu,1940,,,,,,18,14
6-4805-001,Maui,1940,645.8,,,,,864,847
6-4806-045,Maui,1940,827.4,,,,,1002,991
6-4813-001,Maui,1940,,,,,,4300,650
6-5331-001,Maui,1940,32.9,,,,,454,475
3-2508-002,Oahu,1939,11.7,,,82.4,28,170,175
3-4100-002,Oahu,1939,12.9,,,77.9,25.5,37,88
3-2202-021,Oahu,1939,22.4,,,72.5,22.5,160,156
3-2357-013,Oahu,1939,,,,68.36,20.2,3,96
8-2855-001,Hawaii,1939,,,,68,20,20,20
3-1744-002,Oahu,1939,2.1,,,,,,201
3-1751-001,Oahu,1939,,,,,,,142
3-1851-042,Oahu,1939,,,,,,10,50
3-1851-043,Oahu,1939,,,,,,10,40
3-1851-044,Oahu,1939,,,,,,,62
3-1851-045,Oahu,1939,,,,,,,80
3-1851-046,Oahu,1939,,,,,,,75
3-1851-047,Oahu,1939,3.7,,,,,,41
3-1851-048,Oahu,1939,3.6,,,,,,40
3-1852-002,Oahu,1939,,,,,,,102
3-1900-003,Oahu,1939,,,,,,15,37
3-1900-004,Oahu,1939,,,,,,15,37
3-1951-004,Oahu,1939,,,,,,,53
3-1952-023,Oahu,1939,1.5,,,,,4,100
3-1959-001,Oahu,1939,,,,,,15,30
3-1959-002,Oahu,1939,,,,,,15,30
3-2000-002,Oahu,1939,,,,,,15,30
3-2059-002,Oahu,1939,,,,,,15,30
3-2258-009,Oahu,1939,18,,,,,11,158
3-2358-018,Oahu,1939,15.8,,,,,12,159
3-2610-001,Oahu,1939,3.3,,,,,11,55
3-2647-001,Oahu,1939,,,,,,53,397
3-2711-001,Oahu,1939,1,,,,,4,101
3-3250-002,Oahu,1939,5.2,,,,,8,90
3-3307-015,Oahu,1939,32,,,,,108,122
3-3407-022,Oahu,1939,14.8,,,,,15,
3-3407-023,Oahu,1939,15,,,,,45,81
3-3407-024,Oahu,1939,24,,,,,45,81
3-4002-001,Oahu,1939,5.8,,,,,31,50
3-4002-002,Oahu,1939,2.6,,,,,21,85
3-4101-005,Oahu,1939,21.8,,,,,75,90
6-4806-034,Maui,1939,827.7,,,,,1072,632
6-4806-035,Maui,1939,982,,,,,1073,250
6-4806-036,Maui,1939,,,,,,1077,216
6-4806-037,Maui,1939,1029,,,,,1089,280
6-4806-038,Maui,1939,1034.4,,,,,1107,300
6-4806-039,Maui,1939,,,,,,1103,273
6-4806-040,Maui,1939,1041,,,,,1124,300
6-4806-041,Maui,1939,964.5,,,,,984,521
6-4806-042,Maui,1939,597.4,,,,,924,482
6-4806-043,Maui,1939,930,,,,,944,790
6-4806-044,Maui,1939,921.2,,,,,977,444
6-4807-046,Maui,1939,,,,,,,80
6-4807-047,Maui,1939,,,,,,,79
6-4807-048,Maui,1939,,,,,,,78
6-4807-049,Maui,1939,,,,,,,71
6-4807-050,Maui,1939,,,,,,,52
6-4807-051,Maui,1939,,,,,,,68
6-4807-052,Maui,1939,,,,,,,67
6-4807-053,Maui,1939,,,,,,,62
6-5227-004,Maui,1939,,,,,,80,
6-5329-006,Maui,1939,5.9,,,,,120,131
6-5332-002,Maui,1939,785,,,,,785,
8-7145-004,Hawaii,1939,1200,,,,,1200,
8-7145-005,Hawaii,1939,1000,,,,,1000,
8-7245-001,Hawaii,1939,750,,,,,750,
8-7248-004,Hawaii,1939,1000,,,,,1000,
3-2157-004,Oahu,1938,101.8,,,75.92,24.4,87,192
3-2812-001,Oahu,1938,16.7,,,75.2,24,140,168
2-0245-002,Kauai,1938,,,,73.4,23,102,105
6-5321-001,Maui,1938,,,,71.6,22,552,
2-0419-002,Kauai,1938,13,,,,,25,40
3-1741-002,Oahu,1938,1.5,,,,,55,70
3-1744-001,Oahu,1938,2.2,,,,,13,102
3-1851-040,Oahu,1938,,,,,,,42
3-1851-041,Oahu,1938,1.5,,,,,21,46
3-2006-012,Oahu,1938,17,,,,,138,150
3-2007-001,Oahu,1938,5.5,,,,,80,100
3-2355-001,Oahu,1938,26,,,,,218,218
3-2357-007,Oahu,1938,14.5,,,,,22,212
3-2357-008,Oahu,1938,,,,,,22,72
3-2357-009,Oahu,1938,,,,,,10,64
3-2357-010,Oahu,1938,18.15,,,,,15,90
3-2357-011,Oahu,1938,17.3,,,,,32,107
3-2357-012,Oahu,1938,10.8,,,,,36,83
3-2609-003,Oahu,1938,3.8,,,,,46,88
3-2709-001,Oahu,1938,4,,,,,52,75
3-2901-006,Oahu,1938,,,,,,276,264
3-2901-007,Oahu,1938,550.1,,,,,850,1080
3-3205-001,Oahu,1938,17.9,,,,,274,292
3-3504-001,Oahu,1938,5.6,,,,,343,344
3-4101-004,Oahu,1938,18.2,,,,,67,100
4-0905-001,Molokai,1938,5,,,,,398,415
6-4910-003,Maui,1938,920.6,,,,,1240,382
6-5028-002,Maui,1938,2.4,,,,,120,400
6-5224-002,Maui,1938,5,,,,,207,202
8-7246-001,Hawaii,1938,1000,,,,,1000,
3-4158-011,Oahu,1937,,,,75.2,24,41,440
3-3957-007,Oahu,1937,,,,71.6,22,29,397
8-6117-001,Hawaii,1937,6,,,64.04,17.8,300,600
3-1647-001,Oahu,1937,,,,,,8,70
3-1741-001,Oahu,1937,1.9,,,,,14,39
3-1747-002,Oahu,1937,10.2,,,,,160,157
3-1851-038,Oahu,1937,,,,,,,100
3-1851-039,Oahu,1937,,,,,,,60
3-1852-001,Oahu,1937,,,,,,,60
3-2004-002,Oahu,1937,14,,,,,174,200
3-2044-002,Oahu,1937,,,,,,150,270
3-2052-008,Oahu,1937,29.6,,,,,160,154
3-2255-032,Oahu,1937,,,,,,95,99
3-2750-002,Oahu,1937,2,,,,,4,66
3-3350-001,Oahu,1937,,,,,,6,226
3-3351-002,Oahu,1937,,,,,,6,98
3-3409-017,Oahu,1937,17.7,,,,,17,604
3-4057-010,Oahu,1937,,,,,,16,378
3-4057-011,Oahu,1937,15.6,,,,,5,323
3-4057-012,Oahu,1937,15.6,,,,,5,320
6-4806-028,Maui,1937,,,,,,1403,227
6-4806-029,Maui,1937,,,,,,1454,275
6-4806-030,Maui,1937,1150,,,,,1395,1015
6-4806-031,Maui,1937,1154.3,,,,,1329,185
6-4806-032,Maui,1937,,,,,,1470,626
6-4806-033,Maui,1937,,,,,,1066,642
8-7145-003,Hawaii,1937,1200,,,,,1200,
8-7147-007,Hawaii,1937,1600,,,,,1600,
8-7244-001,Hawaii,1937,720,,,,,720,
8-7247-001,Hawaii,1937,978,,,,,978,
3-4158-009,Oahu,1936,,,,75.2,24,41,447
3-4158-010,Oahu,1936,,,,75.2,24,41,439
3-3956-007,Oahu,1936,,,,71.96,22.2,,
3-2901-001,Oahu,1936,,,,70.88,21.6,287,140
3-2901-002,Oahu,1936,284,,,70.7,21.5,287,150
3-1645-001,Oahu,1936,1,,,,,3,27
3-1648-001,Oahu,1936,2,,,,,185,196
3-1851-036,Oahu,1936,29,,,,,15,700
3-1851-037,Oahu,1936,0.4,,,,,24,52
3-2901-003,Oahu,1936,,,,,,287,204
3-2901-004,Oahu,1936,,,,,,287,264
3-2901-005,Oahu,1936,,,,,,276,300
3-4057-009,Oahu,1936,15.6,,,,,5,313
4-0352-011,Molokai,1936,,,,,,28,22
5-5154-001,Lanai,1936,735,,,,,851,372
5-5253-001,Lanai,1936,2.4,,,,,294,293
6-4705-001,Maui,1936,,,,,,1472,156
6-4705-002,Maui,1936,,,,,,1483,230
6-4705-003,Maui,1936,,,,,,1553,220
6-4705-004,Maui,1936,,,,,,1470,132
6-4706-001,Maui,1936,,,,,,1500,191
6-4806-023,Maui,1936,1361,,,,,1488,137
6-4806-024,Maui,1936,1330,,,,,1453,135
6-4806-025,Maui,1936,1367,,,,,1521,174
6-4806-026,Maui,1936,1244,,,,,1294,129
6-4806-027,Maui,1936,1239,,,,,1388,222
6-4807-045,Maui,1936,,,,,,1294,115
6-5224-001,Maui,1936,5,,,,,193,204
6-5328-024,Maui,1936,3.24,,,,,7,157
8-3206-001,Hawaii,1936,,,,,,1565,150
8-3207-001,Hawaii,1936,,,,,,1810,58
8-3207-002,Hawaii,1936,,,,,,1835,160
8-3207-003,Hawaii,1936,,,,,,1685,139
8-3306-001,Hawaii,1936,,,,,,1530,106
8-3308-001,Hawaii,1936,,,,,,1905,117
8-3406-001,Hawaii,1936,,,,,,1445,160
8-3504-001,Hawaii,1936,,,,,,815,150
8-3505-001,Hawaii,1936,,,,,,1125,158
8-3508-001,Hawaii,1936,,,,,,1940,155
8-3702-001,Hawaii,1936,14.5,,,,,220,203
8-7147-006,Hawaii,1936,1700,,,,,1700,
2-5943-001,Kauai,1935,,,,77.9,25.5,57,57
2-5823-001,Kauai,1935,187,,,71.6,22,187,
3-1747-001,Oahu,1935,10.3,,,,,152,171
3-2508-001,Oahu,1935,,,,,,142,145
3-2509-008,Oahu,1935,2,,,,,53,57
3-3406-016,Oahu,1935,,,,,,,8
6-4806-013,Maui,1935,1247,,,,,1295,129
6-4806-014,Maui,1935,,,,,,1293,223
6-4806-015,Maui,1935,,,,,,943,354
6-4806-016,Maui,1935,,,,,,966,146
6-4806-017,Maui,1935,,,,,,967,129
6-4806-018,Maui,1935,916.8,,,,,965,71
6-4806-019,Maui,1935,,,,,,970,417
6-4806-020,Maui,1935,900,,,,,969,178
6-4806-021,Maui,1935,,,,,,960,186
6-4806-022,Maui,1935,,,,,,1484,196
6-4807-013,Maui,1935,,,,,,104,104
6-4807-014,Maui,1935,,,,,,,95
6-4807-015,Maui,1935,,,,,,,38
6-4807-016,Maui,1935,,,,,,,38
6-4807-017,Maui,1935,,,,,,,86
6-4807-018,Maui,1935,,,,,,,66
6-4807-019,Maui,1935,,,,,,1282,94
6-4807-020,Maui,1935,,,,,,,104
6-4807-021,Maui,1935,,,,,,1285,119
6-4807-022,Maui,1935,,,,,,1285,93
6-4807-023,Maui,1935,,,,,,1291,63
6-4807-024,Maui,1935,,,,,,1290,77
6-4807-025,Maui,1935,,,,,,1293,165
6-4807-026,Maui,1935,,,,,,1384,127
6-4807-027,Maui,1935,,,,,,1409,128
6-4807-028,Maui,1935,,,,,,1293,117
6-4807-029,Maui,1935,,,,,,1382,123
6-4807-030,Maui,1935,,,,,,1411,170
6-4807-031,Maui,1935,,,,,,1456,111
6-4807-032,Maui,1935,,,,,,1478,102
6-4807-033,Maui,1935,,,,,,1477,83
6-4807-034,Maui,1935,,,,,,1500,91
6-4807-035,Maui,1935,,,,,,1375,127
6-4807-036,Maui,1935,,,,,,1375,70
6-4807-037,Maui,1935,,,,,,1368,73
6-4807-038,Maui,1935,,,,,,1381,85
6-4807-039,Maui,1935,,,,,,1332,110
6-4807-040,Maui,1935,,,,,,,17
6-4807-041,Maui,1935,,,,,,1404,107
6-4807-042,Maui,1935,,,,,,1398,12
6-4807-043,Maui,1935,,,,,,1395,137
6-4807-044,Maui,1935,,,,,,1455,157
6-4907-001,Maui,1935,,,,,,,57
6-4907-002,Maui,1935,1234,,,,,1286,56
6-4907-003,Maui,1935,1233,,,,,1241,28
6-5529-001,Maui,1935,2,,,,,14,22
8-7147-005,Hawaii,1935,1500,,,,,1500,
8-7248-003,Hawaii,1935,1350,,,,,1350,
6-5226-002,Maui,1934,,,,74.3,23.5,182,176
3-1649-018,Oahu,1934,,,,,,,10
3-2258-008,Oahu,1934,11.3,,,,,3,148
3-2357-006,Oahu,1934,,,,,,12,239
3-2808-002,Oahu,1934,1500,,,,,1500,
6-4807-011,Maui,1934,,,,,,,63
6-4807-012,Maui,1934,,,,,,,16
6-4835-001,Maui,1934,,,,,,79,143
6-5839-001,Maui,1934,,,,,,244,245
8-7144-001,Hawaii,1934,1100,,,,,1100,
8-7144-002,Hawaii,1934,1182,,,,,1182,
8-7146-001,Hawaii,1934,1600,,,,,1600,
8-7247-002,Hawaii,1934,1450,,,,,1450,
8-7248-002,Hawaii,1934,1025,,,,,1025,
2-5638-001,Kauai,1933,32.7,,,75.2,24,43,56
3-3856-007,Oahu,1933,,,,69.8,21,15,306
3-2004-001,Oahu,1933,19.2,,,,,89,147
3-2044-001,Oahu,1933,2,,,,,310,403
3-2148-002,Oahu,1933,,,,,,968,
3-2908-011,Oahu,1933,1515,,,,,1515,
3-3407-020,Oahu,1933,10,,,,,34,242
3-3407-021,Oahu,1933,12,,,,,33,270
3-4258-004,Oahu,1933,10,,,,,10,234
6-4931-001,Maui,1933,6.5,,,,,313,325
6-4937-001,Maui,1933,,,,,,165,300
6-5340-001,Maui,1933,,,,,,322,323
6-5522-001,Maui,1933,,,,,,156,
6-5530-002,Maui,1933,65,,,,,80,177
8-7047-001,Hawaii,1933,2150,,,,,2150,
2-5842-002,Kauai,1932,,,,76.1,24.5,60,57
2-5939-001,Kauai,1932,,,,75.2,24,40,43
3-3352-001,Oahu,1932,17.6,,,73.4,23,10,441
3-3554-002,Oahu,1932,19.7,,,68.9,20.5,25,264
3-1901-001,Oahu,1932,,,,,,24,29
3-2357-005,Oahu,1932,,,,,,7,65
3-2953-001,Oahu,1932,800,,,,,800,2300
3-3554-001,Oahu,1932,,,,,,25,291
3-3755-006,Oahu,1932,,,,,,20,315
6-5422-002,Maui,1932,,,,,,295,
8-6843-001,Hawaii,1932,1535,,,,,1535,
8-6843-002,Hawaii,1932,1229,,,,,1229,
8-6843-003,Hawaii,1932,950,,,,,950,
8-7147-003,Hawaii,1932,2040,,,,,2040,
8-7147-004,Hawaii,1932,2060,,,,,2060,
1-5509-001,Niihau,1931,,,,,,,50
1-5607-001,Niihau,1931,,,,,,,27
3-2001-001,Oahu,1931,1.7,,,,,43,47
3-2100-001,Oahu,1931,,,,,,16,362
3-3154-001,Oahu,1931,800,,,,,800,2000
3-3856-004,Oahu,1931,,,,,,32,360
2-0045-003,Kauai,1930,10.4,,,70.52,21.4,10,262
2-0044-013,Kauai,1930,10.8,,,69.08,20.6,8,244
2-0044-014,Kauai,1930,10.9,,,69.08,20.6,8,215
2-0145-024,Kauai,1930,10.4,,,,,10,185
2-5842-001,Kauai,1930,0,,,,,9,490
3-1900-001,Oahu,1930,,,,,,25,30
3-1900-002,Oahu,1930,,,,,,23,29
3-2000-001,Oahu,1930,1.9,,,,,25,30
3-2148-001,Oahu,1930,1027,,,,,1027,
3-2149-002,Oahu,1930,,,,,,900,
3-2255-029,Oahu,1930,24.9,,,,,26,440
3-2255-030,Oahu,1930,24.9,,,,,20,427
3-2255-031,Oahu,1930,24.9,,,,,20,423
3-2359-002,Oahu,1930,21.5,,,,,86,79
3-3957-005,Oahu,1930,,,,,,32,373
3-3957-006,Oahu,1930,,,,,,32,384
4-0549-001,Molokai,1930,750,,,,,750,
8-1331-001,Hawaii,1930,2900,,,,,2900,
8-1630-010,Hawaii,1930,3450,,,,,3450,2480
2-0145-022,Kauai,1929,11.4,,,70.52,21.4,9,173
2-0145-023,Kauai,1929,10.7,,,,,10,176
2-0146-004,Kauai,1929,9.6,,,,,9,365
2-0245-001,Kauai,1929,,,,,,55,284
2-0618-008,Kauai,1929,10,,,,,130,342
3-2149-001,Oahu,1929,810,,,,,810,
3-2153-006,Oahu,1929,25.4,,,,,18,282
3-2205-001,Oahu,1929,840,,,,,840,
3-2953-002,Oahu,1929,800,,,,,800,2500
6-5323-001,Maui,1929,,,,,,125,
8-1232-001,Hawaii,1929,3750,,,,,2750,
8-1332-001,Hawaii,1929,2900,,,,,2900,
8-1333-004,Hawaii,1929,3700,,,,,3700,
8-1729-002,Hawaii,1929,3700,,,,,3700,
2-5725-001,Kauai,1928,300,,,73.4,23,300,
3-1748-010,Oahu,1928,25,,,72.5,22.5,32,308
3-4057-008,Oahu,1928,,,,69.98,21.1,17,265
2-0419-001,Kauai,1928,,,,,,7,247
2-0618-006,Kauai,1928,,,,,,9,220
2-0618-007,Kauai,1928,8,,,,,15,402
2-5425-014,Kauai,1928,30,,,,,85,532
3-2200-004,Oahu,1928,21.5,,,,,,233
3-2258-007,Oahu,1928,19.7,,,,,9,126
4-0354-001,Molokai,1928,,,,,,11,15
8-0836-001,Hawaii,1928,3070,,,,,3070,
8-1136-001,Hawaii,1928,,,,,,3650,
2-5425-011,Kauai,1927,31.1,,,,,85,505
2-5425-012,Kauai,1927,31,,,,,85,506
2-5425-013,Kauai,1927,31,,,,,85,510
3-1749-019,Oahu,1927,24.7,,,,,21,276
3-1952-020,Oahu,1927,,,,,,5,540
3-1952-021,Oahu,1927,,,,,,4,612
3-1952-022,Oahu,1927,25.9,,,,,24,360
3-2052-007,Oahu,1927,26,,,,,80,321
3-3053-001,Oahu,1927,800,,,,,800,
3-3306-001,Oahu,1927,,,,,,50,380
3-3306-002,Oahu,1927,,,,,,52,377
3-3306-003,Oahu,1927,,,,,,53,376
3-3306-004,Oahu,1927,,,,,,56,400
3-3306-005,Oahu,1927,,,,,,50,377
3-3306-006,Oahu,1927,,,,,,47,381
3-3306-007,Oahu,1927,,,,,,49,376
3-3306-008,Oahu,1927,,,,,,46,375
3-3306-009,Oahu,1927,,,,,,45,375
3-3306-010,Oahu,1927,,,,,,49,379
3-3306-011,Oahu,1927,,,,,,47,378
3-3306-012,Oahu,1927,,,,,,50,377
3-3855-010,Oahu,1927,,,,,,19,447
3-2358-014,Oahu,1926,,,,69.8,21,15,175
3-1851-033,Oahu,1926,23.6,,,,,14,533
3-1851-034,Oahu,1926,23.6,,,,,14,636
3-1851-035,Oahu,1926,23.3,,,,,15,566
3-1952-016,Oahu,1926,25.6,,,,,21,430
3-1952-017,Oahu,1926,26.1,,,,,19,401
3-1952-018,Oahu,1926,25.9,,,,,24,442
3-1952-019,Oahu,1926,26,,,,,23,414
